tmdbId	count
10697	1
106970	1
10699	1
107	1
10700	1
107028	1
10703	1
10705	1
107056	1
10706	1
10707	1
10708	1
107096	1
10710	1
10711	1
10712	1
10714	1
10715	1
10718	1
10719	1
10720	1
107203	1
10722	1
10723	1
107239	1
10724	1
107246	1
10725	1
107250	1
107255	1
10726	1
10727	1
10728	1
107282	1
10729	1
1073	1
10730	1
10731	1
107311	1
107327	1
10733	1
10734	1
10735	1
107355	1
107357	1
10739	1
10740	1
10741	1
107413	1
10742	1
10743	1
107430	1
10744	1
107445	1
10747	1
10748	1
107499	1
1075	1
10750	1
10751	1
10753	1
10754	1
107548	1
10756	1
107569	1
10757	1
10758	1
10759	1
107592	1
10760	1
10761	1
107612	1
10762	1
10763	1
10764	1
107643	1
10765	1
10766	1
107667	1
10768	1
107682	1
107693	1
10770	1
10771	1
10772	1
10773	1
10774	1
107743	1
10775	1
10776	1
107774	1
10778	1
107781	1
10779	1
10780	1
10781	1
107811	1
10782	1
107828	1
10783	1
10784	1
107846	1
10785	1
10786	1
10787	1
107874	1
10788	1
107891	1
10790	1
107916	1
10792	1
107928	1
10794	1
107942	1
107946	1
10795	1
10796	1
10797	1
107973	1
107978	1
10798	1
107983	1
107985	1
10799	1
108	1
10800	1
108003	1
10801	1
108012	1
108017	1
10802	1
108021	1
10803	1
10804	1
10805	1
108055	1
108059	1
10806	1
10808	1
10809	1
10810	1
108155	1
10817	1
10818	1
108200	1
108209	1
10821	1
108213	1
10822	1
108222	1
108224	1
10823	1
108232	1
108235	1
10824	1
108241	1
108266	1
108267	1
108282	1
10829	1
10830	1
10831	1
108312	1
108316	1
10832	1
10833	1
10834	1
108346	1
108348	1
10835	1
10836	1
108365	1
10837	1
10839	1
108401	1
108419	1
10842	1
10843	1
10844	1
10845	1
10846	1
10847	1
10849	1
10851	1
108512	1
10852	1
10854	1
108548	1
10855	1
108553	1
10856	1
108564	1
10857	1
108573	1
10858	1
10859	1
10860	1
10861	1
10862	1
10863	1
108634	1
108648	1
10865	1
10866	1
108668	1
10867	1
10868	1
108688	1
10869	1
10870	1
108705	1
10871	1
108712	1
108716	1
10872	1
108726	1
10873	1
10874	1
10875	1
10876	1
108762	1
10877	1
10878	1
108788	1
10879	1
108798	1
1088	1
10880	1
10881	1
10882	1
10884	1
108843	1
108844	1
10885	1
108852	1
10886	1
108869	1
10889	1
1089	1
10890	1
108901	1
10891	1
108917	1
108923	1
108933	1
10894	1
10895	1
10896	1
10897	1
10898	1
108994	1
109	1
1090	1
10900	1
109008	1
109016	1
109018	1
109048	1
10905	1
10906	1
10907	1
10908	1
10909	1
109091	1
109099	1
1091	1
10910	1
10911	1
10912	1
10913	1
109133	1
10916	1
109161	1
109175	1
10918	1
1092	1
10921	1
10922	1
10923	1
109235	1
10925	1
109258	1
109259	1
109260	1
109264	1
10929	1
1093	1
10930	1
109326	1
10934	1
10935	1
109364	1
10937	1
109379	1
10938	1
109391	1
10940	1
109404	1
10941	1
109410	1
109414	1
109416	1
109417	1
109418	1
10942	1
109421	1
109424	1
109425	1
109428	1
10943	1
109431	1
109435	1
109439	1
10944	1
109441	1
109443	1
109445	1
10945	1
109451	1
109455	1
109459	1
10946	1
109466	1
10947	1
109472	1
109475	1
109477	1
109478	1
109479	1
10948	1
10949	1
109491	1
10950	1
10951	1
109513	1
109516	1
10952	1
109520	1
109539	1
10954	1
10955	1
109554	1
10956	1
109560	1
10957	1
109572	1
10958	1
109584	1
109600	1
10961	1
109614	1
109667	1
109669	1
109689	1
10970	1
10971	1
109711	1
109716	1
10972	1
109729	1
10973	1
10974	1
10975	1
10978	1
109809	1
10981	1
10982	1
10984	1
109843	1
10985	1
10987	1
10988	1
109881	1
109886	1
109887	1
10989	1
109891	1
10990	1
10991	1
109913	1
10992	1
10994	1
10995	1
10996	1
109962	2
10997	1
109970	1
109979	1
10998	1
10999	1
109991	1
11	1
110	1
11000	1
11001	1
11002	1
11003	1
11004	1
11005	1
11006	1
11007	1
110073	1
11008	1
11009	1
11010	1
11011	1
110112	1
110115	1
11012	1
110123	1
11013	1
110139	1
110146	1
110147	1
110148	1
11015	1
11016	1
110160	1
11017	1
11018	1
11019	1
11020	1
11022	1
11023	1
11024	1
11025	1
110253	1
11026	1
11027	1
110272	1
11028	1
1103	1
11030	1
11031	1
110323	1
11033	1
110336	1
11034	1
11035	1
110351	1
110354	1
11036	1
11037	1
11038	1
110381	1
110390	1
110391	1
110392	1
110393	1
110398	1
11040	1
110402	1
11041	1
110410	1
110414	1
110415	1
110416	1
11042	1
110420	1
110428	2
11044	1
11045	1
11046	1
110465	1
11047	1
110479	1
11049	1
110491	1
11050	1
110502	1
11051	1
110513	1
11052	1
110525	1
11054	1
110540	1
110548	1
110553	1
11056	1
11057	1
110573	1
11058	1
11059	1
110598	1
11060	1
110603	1
11062	1
110628	1
110639	1
11064	1
110643	1
11065	1
110650	1
11066	1
110666	1
11067	1
110674	1
11068	1
11069	1
11071	1
11072	1
110733	1
11074	1
110748	1
11075	1
11076	1
110760	1
110761	1
11077	1
11078	1
110790	1
11081	1
11082	1
110823	1
11083	1
110830	1
110838	1
11084	1
11085	1
11086	1
11087	1
11088	1
110899	1
11090	1
110901	1
110903	1
110909	1
11091	1
110919	1
11092	1
11093	1
110958	1
11096	1
110972	1
110989	1
11099	1
110992	1
111	1
11101	1
111014	1
111017	1
111022	1
11103	1
111037	1
11104	1
111043	1
11107	1
111083	1
11109	1
111098	1
11110	1
111100	1
11111	1
11112	1
11113	1
11114	1
11115	1
111172	1
111174	1
111188	1
11119	1
111190	1
11120	1
11121	1
11122	1
11123	1
111239	1
111250	1
11127	1
11128	1
11129	1
11130	1
111302	1
111304	1
111305	1
11131	1
111310	1
111315	1
11132	1
11133	1
11134	1
11135	1
111367	1
11137	1
11139	1
111390	1
111396	1
1114	1
11141	1
111421	1
11143	1
11144	1
111440	1
111443	1
11145	1
111459	1
111470	1
111473	1
111479	1
11148	1
111481	1
1115	1
11152	1
11153	1
11156	1
11157	1
11158	1
11159	1
1116	1
11160	1
111605	1
111607	1
11161	1
11162	1
111625	1
11163	1
11164	1
111642	1
11165	1
111667	1
11167	1
111678	1
11169	1
11170	1
11171	1
11172	1
11174	1
111744	1
111747	1
111750	1
111752	1
111759	1
11176	1
11177	1
11178	1
11179	1
111794	1
111815	1
11183	1
111839	1
11184	1
11185	1
111854	1
11186	1
11187	1
11188	1
111883	1
11190	1
11191	1
11194	1
111949	1
11196	1
111960	1
111969	1
11197	1
11198	1
11199	1
112	1
11202	1
11205	1
112054	1
11206	1
11207	1
112072	1
11208	1
112083	1
112087	1
11209	1
112090	1
11210	1
11211	1
11212	1
11214	1
11215	1
11216	1
112160	1
11217	1
11219	1
112198	1
11220	1
112200	1
112205	1
11221	1
11222	1
11223	1
11224	1
11225	1
11226	1
11227	1
11228	1
112284	1
112287	1
11229	1
1123	1
11230	1
112304	1
11231	1
11232	1
112336	1
11234	1
11235	1
11236	1
11237	1
11238	1
112383	1
11239	1
1124	1
11240	1
112422	1
11243	1
11244	1
112454	1
11246	1
11247	1
11248	1
112485	1
11249	1
1125	1
112501	1
11252	1
11253	1
11257	1
112575	1
11258	1
112582	1
11259	1
1126	1
11260	1
112655	1
112674	1
112678	1
112687	1
112698	1
1127	1
112731	1
112735	1
11281	1
11282	1
112823	1
11283	1
11284	1
11285	1
11286	1
11287	1
112882	1
112885	1
11291	1
112912	1
11293	1
112942	1
112949	1
11296	1
112961	1
112969	1
11297	1
112973	1
11298	1
11299	1
112991	1
112999	1
113	1
11300	1
113012	1
11302	1
11303	1
11304	1
11305	1
11306	1
11307	1
11308	1
113082	1
11309	1
113091	1
113096	1
11310	1
113105	1
11313	1
113137	1
11314	1
113148	1
11315	1
113154	1
11316	1
11317	1
113178	1
11318	1
11319	1
113194	1
11321	1
113213	1
113214	1
11322	1
11323	1
113237	1
11324	1
113258	1
11326	1
11327	1
113271	1
113273	1
113279	1
11328	1
113286	1
11329	1
113290	1
11330	1
113300	1
11331	1
11332	1
113321	1
11333	1
11335	1
11336	1
113362	1
113364	1
113369	1
11337	1
11338	1
11340	1
11342	1
11343	1
113432	1
11344	1
113456	1
113458	1
11347	1
113479	1
11348	1
11349	1
11351	1
11352	1
113520	1
11353	1
11354	1
11355	1
11356	1
11357	1
11358	1
11359	1
113594	1
11360	1
11361	1
11362	1
11363	1
11364	1
11365	1
113653	1
113655	1
11366	1
11367	1
11368	1
11370	1
11371	1
11372	1
11373	1
113739	1
11374	1
113743	1
11375	1
113757	1
11376	1
11377	1
113777	1
11378	1
113784	1
113788	1
11379	1
11380	1
11381	1
11382	1
113823	1
11383	1
113833	1
11384	1
11385	1
11386	1
11387	1
113879	1
11388	1
113882	1
113885	1
11389	1
11391	1
113916	1
113921	1
11393	1
113947	1
11395	1
11397	1
11398	1
11399	1
114	1
11400	1
11401	1
11402	1
11403	1
114033	1
11404	1
114044	1
114046	1
114049	1
11406	1
114060	1
114065	1
114083	1
114089	1
114096	1
114104	1
11411	1
11412	1
11413	1
11414	1
11415	1
114150	1
114155	1
11416	1
11417	1
114172	1
11418	1
11419	1
11420	1
11421	1
11422	1
11423	1
11424	1
114246	1
11425	1
11426	1
11427	1
11428	1
11429	1
11430	1
114302	1
11431	1
114324	1
114333	1
114348	1
11439	1
114390	1
114395	1
114403	1
114412	1
11442	1
11443	1
114438	1
11444	1
114444	1
11446	1
11447	1
114478	1
11448	1
11449	1
114490	1
11450	1
11451	1
114514	1
114516	1
11452	1
114524	1
11453	1
11454	1
11455	1
11456	1
114562	1
11457	1
114574	1
114575	1
114577	1
11458	1
11459	1
11460	1
114606	1
114618	1
11462	1
11463	1
114638	1
11465	1
11466	1
11467	1
11468	1
11469	1
11470	1
11471	1
114718	1
114719	1
11472	1
114726	1
11474	1
11475	1
114750	1
11476	1
114761	1
11477	1
114776	1
114779	1
11478	1
11479	1
114790	1
114796	1
11481	1
11482	1
11483	1
114838	1
11484	1
11485	1
114875	1
114888	1
11489	1
11490	1
11492	1
11494	1
11495	1
114958	1
11496	1
114962	1
11497	1
114975	1
11498	1
114982	1
11499	1
114994	1
115	1
11502	1
115023	1
11503	1
11504	1
115046	1
11506	1
115064	1
11507	1
11508	1
115084	1
11509	1
11510	1
115109	1
11511	1
11513	1
115132	1
11515	1
115150	1
11516	1
11517	1
115173	1
11518	1
115189	1
11519	1
115199	1
11520	1
11521	1
115210	1
115214	1
11522	1
115223	1
11523	1
115232	1
11524	1
115241	1
11525	1
11526	1
11527	1
115276	1
11528	1
115283	1
11529	1
115306	1
11531	1
11532	1
11533	1
115332	1
11534	1
115348	1
11535	1
11536	1
11537	1
11540	1
115400	1
11541	1
11542	1
115425	1
115427	1
11543	1
11544	1
115442	1
11545	1
11546	1
11547	1
11548	1
11549	1
11551	1
115520	1
11553	1
115531	1
11554	1
115549	1
115553	1
11556	1
115565	1
11557	1
11558	1
11559	1
115596	1
11560	1
11561	1
11562	1
11563	1
11564	1
11565	1
115656	1
11566	1
115665	1
11567	1
11568	1
11569	1
11570	1
11571	1
115712	1
11572	1
11573	1
11574	1
11575	1
11576	1
11577	1
11578	1
115782	1
115810	1
115821	1
11583	1
115834	1
11584	1
11586	1
11587	1
115872	1
11588	1
11589	1
11590	1
11591	1
11592	1
11593	1
11594	1
11595	1
11596	1
11597	1
11598	1
11599	1
116	1
11600	1
116008	1
11601	1
116014	1
116019	1
11602	1
11604	1
11605	1
116059	1
11606	1
11607	1
11609	1
116094	1
11610	1
11612	1
11613	1
11614	1
116149	1
11615	1
11616	1
116167	1
11617	1
11618	1
11619	1
1162	1
11620	1
11621	1
11622	1
116231	1
11624	1
11625	1
11626	1
11627	1
11628	1
11629	1
11630	1
116303	1
11631	1
11632	1
11633	1
116333	1
11634	1
116340	1
116345	1
11635	1
116350	1
116351	1
116352	1
116356	1
11636	1
11637	1
11638	1
116385	1
11639	1
1164	1
11643	1
116432	1
116437	1
11644	1
116440	1
11645	1
11646	1
116463	1
116466	1
11647	1
11648	1
11649	1
116495	1
1165	1
11650	1
11651	1
11652	1
11653	1
116537	1
11654	1
11655	1
116554	1
11656	1
116569	1
11657	1
11658	1
11659	1
11660	1
11661	1
116613	1
11662	1
11663	1
11664	1
11665	1
11667	1
116690	1
116698	1
11671	1
116711	1
116723	1
11673	1
11674	1
116741	1
116745	1
116746	1
11675	1
116751	1
11676	1
116760	1
116762	1
116764	1
116776	1
11678	1
11679	1
11680	1
116800	1
116811	1
11683	1
11684	1
116844	1
116853	1
11686	1
11687	1
11688	1
11689	1
11690	1
116904	1
11692	1
11693	1
11694	1
11697	1
116973	1
116977	1
116979	1
11698	1
116983	1
11699	1
116991	1
117	1
11700	1
117001	1
117004	1
117007	1
11702	1
117026	1
11703	1
117036	1
11704	1
117042	1
117044	1
11705	1
11706	1
11707	1
11708	1
117098	1
11710	1
11712	1
117120	1
117129	1
11713	1
117164	1
117179	1
11718	1
11719	1
117209	1
117211	1
117212	1
117251	1
117258	1
117259	1
117262	1
117263	1
117266	1
117269	1
117375	1
117377	1
117401	1
117404	1
117406	1
117408	1
117412	1
117426	1
117467	1
117478	1
117499	1
117500	1
11752	1
117520	1
117530	1
117531	1
117534	1
117553	1
11761	1
117629	1
11763	1
11765	1
117678	1
117691	1
11770	1
11772	1
11773	1
117730	1
11774	1
11775	1
11777	1
117773	1
11778	1
117781	1
11779	1
11780	1
11782	1
117856	1
117869	1
11787	1
11788	1
11790	1
117905	1
11791	1
117913	1
117924	1
117942	1
117959	1
11796	1
117963	1
117969	1
11797	1
117974	1
117978	1
11798	1
11799	1
117992	1
118	1
11800	1
11801	1
118013	1
11802	1
11804	1
118052	1
11806	1
11807	1
118075	1
11808	1
118098	1
11811	1
118116	1
11812	1
118121	1
118131	1
118134	1
118139	1
11814	1
11815	1
118153	1
11816	1
11817	1
118180	1
11820	1
118204	1
11821	1
11822	1
11823	1
11824	1
118245	1
11825	1
118257	1
11826	1
11827	1
11828	1
118283	1
118289	1
118293	1
11830	1
118309	1
11831	1
11832	1
11834	1
118340	1
11835	1
11836	1
11837	1
11838	1
118381	1
11839	1
11841	1
118412	1
118424	1
11843	1
11844	1
118444	1
118446	1
11845	1
118452	1
11846	1
11847	1
11848	1
11849	1
118497	1
11850	1
11851	1
118513	1
11852	1
11853	1
118533	1
118536	1
11854	1
11855	1
118557	1
11856	1
11857	1
11858	1
11859	1
11860	1
11861	1
118617	1
11862	1
118624	1
118628	1
11863	1
118636	1
11864	1
118640	1
118658	1
11866	1
11867	1
118677	1
11868	1
118683	1
118690	1
11870	1
11873	1
118737	1
11874	1
11876	1
118761	1
118769	1
118778	1
11878	1
11879	1
11880	1
118802	1
11881	1
11884	1
11886	1
11887	1
118872	1
11888	1
118887	1
11889	1
11890	1
11891	1
118910	1
118911	1
118915	1
11892	1
11893	1
118931	1
118936	1
11894	1
118943	1
118948	1
11895	1
118953	1
118955	1
118957	1
11896	1
11897	1
11898	1
118984	1
11899	1
118991	1
11900	1
119001	1
11901	1
119010	1
11902	1
11904	1
11905	1
11906	1
11907	1
11908	1
11909	1
119094	1
11910	1
11911	1
11914	1
11915	1
11916	1
11917	1
11918	1
119183	1
119193	1
119213	1
11925	1
11927	1
119278	1
11928	1
119283	1
119288	1
11929	1
11931	1
11932	1
119324	1
11933	1
11934	1
11935	1
11936	1
119360	1
119364	1
11937	1
11938	1
11939	1
11940	1
11942	1
119425	1
11943	1
119431	1
11944	1
11945	1
119450	1
11948	1
11949	1
11950	1
11951	1
11953	1
11954	1
11955	1
11956	1
119564	1
119569	1
11958	1
11959	1
119593	1
119617	1
11962	1
119623	1
11963	1
119634	1
119639	1
11966	1
11967	1
119675	1
11968	1
119685	1
11969	1
119698	1
11970	1
119700	1
11971	1
11972	1
11973	1
11974	1
11975	1
11976	1
119764	1
11977	1
11978	1
11979	1
11980	1
119819	1
11982	1
119826	1
11983	1
119838	1
119844	1
11985	1
11986	1
119884	1
119892	1
119893	1
119905	1
119907	1
119916	2
119926	1
119928	1
119933	1
119965	1
12	1
120	1
120077	1
120109	1
120122	1
120129	1
120143	1
120212	1
120271	1
120280	1
120292	1
120303	1
120328	1
120357	1
120360	1
120393	1
120399	1
120467	1
120481	1
120497	1
120509	1
120515	1
120518	1
120528	1
120529	1
120539	1
120555	1
120587	1
120605	1
120637	1
120653	1
120657	1
120673	1
120676	1
120683	1
120694	1
120747	1
120771	1
12078	1
12079	1
120828	1
120833	1
120835	1
120837	1
120843	1
12085	1
120850	1
120852	1
12086	1
120862	1
12088	1
12089	1
120892	1
12090	1
12092	1
12093	1
120932	1
12094	1
12095	1
12096	1
120972	1
120977	1
120990	1
120995	1
121	1
12100	1
121006	1
12101	1
121015	1
12102	1
12103	1
121036	1
12104	1
121043	1
12105	1
12106	1
12107	1
121074	1
121088	1
12109	1
121091	1
12110	1
121113	1
12112	1
12113	1
121135	1
121147	1
12115	1
121154	1
12116	1
12117	1
12118	1
12120	1
12121	1
121210	1
12122	1
12123	1
121230	1
121234	1
121238	1
12124	1
121250	1
12127	1
12128	1
12129	1
1213	1
12130	1
121317	1
12133	1
121351	1
121357	1
121379	1
12138	1
12139	1
12140	1
12142	1
12143	1
12144	1
121446	1
12145	1
121455	1
12146	1
121462	1
12147	1
121471	1
12149	1
121493	1
121498	1
12150	1
12151	1
12153	1
121530	1
12154	1
12155	1
121555	1
12156	1
121565	1
12157	1
121573	1
12158	1
12159	1
121598	1
12160	1
121602	1
121606	1
12161	1
121611	1
12162	1
12163	1
121636	1
121642	1
12165	1
121655	1
12166	1
121662	1
121667	1
12167	1
121674	1
121676	1
121677	1
12169	1
121691	1
121695	1
121703	1
121707	1
12171	1
12172	1
121725	1
121738	1
121749	1
12177	1
12178	1
121789	1
12179	1
121791	1
121793	1
12180	1
12182	1
121822	1
121823	1
121824	1
121826	1
121828	1
12183	1
121830	1
121831	1
121835	1
12184	1
12185	1
12186	1
12187	1
121872	1
121873	1
121875	1
121879	1
121890	1
121895	1
121903	1
12192	1
12193	1
121936	1
121940	1
121942	1
12197	1
121975	1
12198	1
121986	1
121992	1
122	1
12201	1
122019	1
122023	1
122044	1
122047	1
12205	1
12206	1
12207	1
12208	1
122080	1
122081	1
122088	1
122089	1
12211	1
12212	1
122160	1
122163	1
122188	1
12219	1
122190	1
12220	1
12221	1
12222	1
122229	1
12223	1
12224	1
12225	1
12227	1
122271	1
12228	1
122289	1
12229	1
122291	1
12230	1
12232	1
12233	1
122336	1
122341	1
122348	1
12235	1
12236	1
12237	1
122372	1
12238	1
12239	1
122408	1
12241	1
12242	1
122435	1
12244	1
12245	1
12246	1
12247	1
122479	1
12249	1
122492	1
12251	1
122515	1
